epoch,acc,loss,lr,val_acc,val_loss
0,0.7011864099205853,2.3941787575146227,0.01,0.7662607663492792,0.9669165625783219
1,0.8628780753516565,0.5257870608098361,0.01,0.8914463914994992,0.40388865086031767
2,0.8900219461063115,0.4089831414203912,0.01,0.906593406664217,0.3325003896086727
3,0.9050212035668462,0.34575885270062157,0.01,0.906593406310165,0.323276240640838
4,0.9151032127083079,0.3128052611341217,0.01,0.8852093852978982,0.4218981781698385
5,0.9231886210125759,0.27726223346557705,0.01,0.920255420308528,0.28961631330850396
6,0.9321980759900523,0.23805393407096498,0.01,0.923522423239182,0.29470584129309985
7,0.935498242682892,0.22873294481097645,0.01,0.9175824176355254,0.314889980904384
8,0.9404649935038084,0.2100037465102916,0.01,0.9116424116955194,0.3309693466512393
9,0.9449202184474281,0.1931374441964035,0.01,0.9137214134558748,0.3397223077490948
10,0.9658432750853918,0.12205607243294841,0.0019999999,0.931095930794987,0.26136990685048
11,0.975133244205229,0.09315323532822639,0.0019999999,0.9327294327648379,0.2655244646314559
12,0.9776578716989174,0.08467019782051317,0.0019999999,0.931095930794987,0.26220340953759774
13,0.9806445225247841,0.07586000346828427,0.0019999999,0.9336204336558388,0.26834085465079427
14,0.982872135019215,0.06758840835603132,0.0019999999,0.9328779329133381,0.2778851646395582
15,0.9865188192003697,0.056587707058201105,0.00039999996,0.9321354321708373,0.2801171340023972
16,0.9876243750181533,0.053642683723898445,0.00039999996,0.9319869320223372,0.2804515173872819
17,0.988069897540644,0.0520057701741229,0.00039999996,0.9319869316859878,0.2809269829039974
18,0.9890929492047531,0.04899167728848857,7.999999e-05,0.9316899313889876,0.2821956781948714
19,0.9892084550269789,0.04948443194533692,7.999999e-05,0.9322839319829881,0.2815802593258817
